SurveyID,Region,SiteCode,MPA,Pre or post bleach,Year,Reef
912347086,GBR,GBR3,NTZ,Post,2017,Musgrave
912347087,GBR,CS56,0,Post,2017,Kenn
912347088,GBR,CS56,0,Post,2017,Kenn
912347089,GBR,CS57,0,Post,2017,Kenn
912347090,GBR,CS57,0,Post,2017,Kenn
912347091,GBR,CS54,0,Post,2017,Kenn
912347092,GBR,CS54,0,Post,2017,Kenn
912347093,GBR,CS58,0,Post,2017,Kenn
912347094,GBR,CS58,0,Post,2017,Kenn
912347095,GBR,CS60,0,Post,2017,Kenn
912347096,GBR,CS60,0,Post,2017,Kenn
912347097,GBR,CS61,0,Post,2017,Kenn
912347098,GBR,CS61,0,Post,2017,Kenn
912347099,GBR,CS74,0,Post,2017,Frederick
912347100,GBR,CS74,0,Post,2017,Frederick
912347101,GBR,CS73,0,Post,2017,Frederick
912347102,GBR,CS73,0,Post,2017,Frederick
912347103,GBR,CS72,0,Post,2017,Frederick
912347104,GBR,CS72,0,Post,2017,Frederick
912347105,GBR,CS63,0,Post,2017,Frederick
912347106,GBR,CS63,0,Post,2017,Frederick
912347107,GBR,CS64,0,Post,2017,Frederick
912347108,GBR,CS64,0,Post,2017,Frederick
912347109,GBR,CS71,0,Post,2017,Frederick
912347110,GBR,CS65,0,Post,2017,Frederick
912347111,GBR,CS65,0,Post,2017,Frederick
912347112,GBR,CS71,0,Post,2017,Frederick
912347113,GBR,CS50,0,Post,2017,Saumarez
912347114,GBR,CS51,0,Post,2017,Saumarez
912347115,GBR,CS51,0,Post,2017,Saumarez
912347116,GBR,CS48,0,Post,2017,Saumarez
912347117,GBR,CS48,0,Post,2017,Saumarez
912347118,GBR,CS47,0,Post,2017,Saumarez
912347119,GBR,CS47,0,Post,2017,Saumarez
912347120,GBR,AIMS4,NTZ,Post,2017,Erskyne
912347121,GBR,AIMS4,NTZ,Post,2017,Erskyne
912347122,GBR,AIMS5,NTZ,Post,2017,Erskyne
912347123,GBR,AIMS8,RZ,Post,2017,Broomfield
912347124,GBR,AIMS8,RZ,Post,2017,Broomfield
912347125,GBR,AIMS7,RZ,Post,2017,Broomfield
912347126,GBR,AIMS7,RZ,Post,2017,Broomfield
912347127,GBR,QLD72,RZ,Post,2017,Swains
912347128,GBR,QLD72,RZ,Post,2017,Swains
912347130,GBR,AIMS2,RZ,Post,2017,Masthead
